Date,Teams_elo,From,To,Team_Full_Name
29-11-2019,1695,29-11-2019,29-11-2019,Qatar
29-11-2019,1646,29-11-2019,29-11-2019,Iraq
29-11-2019,1457,29-11-2019,29-11-2019,United Arab Emirates
30-11-2019,1476,30-11-2019,01-12-2019,Bahrain
30-11-2019,1513,30-11-2019,01-12-2019,Saudi Arabia
30-11-2019,1533,30-11-2019,01-12-2019,Oman
30-11-2019,1444,30-11-2019,01-12-2019,Kuwait
02-12-2019,1503,02-12-2019,04-12-2019,Bahrain
02-12-2019,1449,02-12-2019,04-12-2019,United Arab Emirates
02-12-2019,1545,02-12-2019,04-12-2019,Saudi Arabia
02-12-2019,1703,02-12-2019,04-12-2019,Qatar
02-12-2019,1629,02-12-2019,04-12-2019,Iraq
02-12-2019,1501,02-12-2019,04-12-2019,Oman
02-12-2019,1207,02-12-2019,04-12-2019,Yemen
02-12-2019,1417,02-12-2019,04-12-2019,Kuwait
05-12-2019,1622,05-12-2019,06-12-2019,Iraq
05-12-2019,1578,05-12-2019,06-12-2019,Saudi Arabia
05-12-2019,1670,05-12-2019,06-12-2019,Qatar
05-12-2019,1510,05-12-2019,06-12-2019,Bahrain
07-12-2019,885,07-12-2019,07-12-2019,Djibouti
07-12-2019,1504,07-12-2019,07-12-2019,Uganda
07-12-2019,877,07-12-2019,07-12-2019,Somalia
07-12-2019,1269,07-12-2019,07-12-2019,Burundi
08-12-2019,1534,08-12-2019,08-12-2019,Bahrain
08-12-2019,1281,08-12-2019,08-12-2019,Sudan
08-12-2019,1306,08-12-2019,08-12-2019,Tanzania
08-12-2019,1367,08-12-2019,08-12-2019,Zanzibar
08-12-2019,1554,08-12-2019,08-12-2019,Saudi Arabia
08-12-2019,1394,08-12-2019,08-12-2019,Kenya
09-12-2019,1505,09-12-2019,09-12-2019,Uganda
09-12-2019,1238,09-12-2019,09-12-2019,Burundi
09-12-2019,876,09-12-2019,09-12-2019,Somalia
09-12-2019,1091,09-12-2019,09-12-2019,Eritrea
10-12-2019,1408,10-12-2019,10-12-2019,Kenya
10-12-2019,1329,10-12-2019,10-12-2019,Tanzania
10-12-2019,1755,10-12-2019,10-12-2019,Japan
10-12-2019,1267,10-12-2019,10-12-2019,Sudan
10-12-2019,1344,10-12-2019,10-12-2019,Zanzibar
10-12-2019,1454,10-12-2019,10-12-2019,China PR
11-12-2019,1203,11-12-2019,12-12-2019,Burundi
11-12-2019,1088,11-12-2019,12-12-2019,Eritrea
11-12-2019,1183,11-12-2019,12-12-2019,Hong Kong
11-12-2019,920,11-12-2019,12-12-2019,Djibouti
11-12-2019,1508,11-12-2019,12-12-2019,Uganda
11-12-2019,1753,11-12-2019,12-12-2019,Korea Republic
13-12-2019,1107,13-12-2019,13-12-2019,Eritrea
13-12-2019,1168,13-12-2019,13-12-2019,Burundi
13-12-2019,911,13-12-2019,13-12-2019,Somalia
13-12-2019,901,13-12-2019,13-12-2019,Djibouti
14-12-2019,1758,14-12-2019,14-12-2019,Japan
14-12-2019,1424,14-12-2019,14-12-2019,Kenya
14-12-2019,1271,14-12-2019,14-12-2019,Sudan
14-12-2019,1325,14-12-2019,14-12-2019,Tanzania
14-12-2019,1328,14-12-2019,14-12-2019,Zanzibar
14-12-2019,1180,14-12-2019,14-12-2019,Hong Kong
15-12-2019,1757,15-12-2019,16-12-2019,Korea Republic
15-12-2019,1097,15-12-2019,16-12-2019,Eritrea
15-12-2019,1509,15-12-2019,16-12-2019,Uganda
15-12-2019,1450,15-12-2019,16-12-2019,China PR
15-12-2019,900,15-12-2019,16-12-2019,Djibouti
15-12-2019,921,15-12-2019,16-12-2019,Somalia
17-12-2019,1318,17-12-2019,17-12-2019,Tanzania
17-12-2019,1363,17-12-2019,17-12-2019,Kenya
17-12-2019,1516,17-12-2019,17-12-2019,Uganda
17-12-2019,1158,17-12-2019,17-12-2019,Eritrea
18-12-2019,1771,18-12-2019,18-12-2019,Korea Republic
18-12-2019,1460,18-12-2019,18-12-2019,China PR
18-12-2019,1170,18-12-2019,18-12-2019,Hong Kong
18-12-2019,1744,18-12-2019,18-12-2019,Japan
19-12-2019,1380,19-12-2019,06-01-2020,Kenya
19-12-2019,1301,19-12-2019,06-01-2020,Tanzania
19-12-2019,1153,19-12-2019,06-01-2020,Eritrea
19-12-2019,1521,19-12-2019,06-01-2020,Uganda
07-01-2020,1606,07-01-2020,08-01-2020,Canada
07-01-2020,1103,07-01-2020,08-01-2020,Barbados
09-01-2020,1861,09-01-2020,09-01-2020,Sweden
09-01-2020,1239,09-01-2020,09-01-2020,Moldova
10-01-2020,1608,10-01-2020,11-01-2020,Canada
10-01-2020,1101,10-01-2020,11-01-2020,Barbados
12-01-2020,1864,12-01-2020,14-01-2020,Sweden
12-01-2020,1561,12-01-2020,14-01-2020,Kosovo
15-01-2020,828,15-01-2020,15-01-2020,Bangladesh
15-01-2020,1600,15-01-2020,15-01-2020,Canada
15-01-2020,1680,15-01-2020,15-01-2020,Iceland
15-01-2020,1384,15-01-2020,15-01-2020,Palestine
16-01-2020,1184,16-01-2020,16-01-2020,Burundi
16-01-2020,1012,16-01-2020,16-01-2020,Mauritius
17-01-2020,670,17-01-2020,17-01-2020,Sri Lanka
17-01-2020,1385,17-01-2020,17-01-2020,Palestine
18-01-2020,906,18-01-2020,18-01-2020,Seychelles
18-01-2020,1192,18-01-2020,18-01-2020,Burundi
19-01-2020,838,19-01-2020,19-01-2020,Bangladesh
19-01-2020,1685,19-01-2020,19-01-2020,Iceland
19-01-2020,660,19-01-2020,19-01-2020,Sri Lanka
19-01-2020,1485,19-01-2020,19-01-2020,El Salvador
20-01-2020,910,20-01-2020,21-01-2020,Seychelles
20-01-2020,1008,20-01-2020,21-01-2020,Mauritius
22-01-2020,908,22-01-2020,22-01-2020,Seychelles
22-01-2020,1387,22-01-2020,22-01-2020,Palestine
23-01-2020,1202,23-01-2020,24-01-2020,Burundi
23-01-2020,828,23-01-2020,24-01-2020,Bangladesh
25-01-2020,1144,25-01-2020,31-01-2020,Eritrea
25-01-2020,1399,25-01-2020,31-01-2020,Palestine
25-01-2020,1280,25-01-2020,31-01-2020,Sudan
25-01-2020,1190,25-01-2020,31-01-2020,Burundi
01-02-2020,1652,01-02-2020,22-02-2020,Costa Rica
01-02-2020,1727,01-02-2020,22-02-2020,United States
23-02-2020,1505,23-02-2020,24-02-2020,Belarus
23-02-2020,1566,23-02-2020,24-02-2020,Uzbekistan
25-02-2020,1499,25-02-2020,25-02-2020,Panama
25-02-2020,1195,25-02-2020,25-02-2020,Nicaragua
26-02-2020,1520,26-02-2020,03-03-2020,Belarus
26-02-2020,1560,26-02-2020,03-03-2020,Bulgaria
04-03-2020,1518,04-03-2020,10-03-2020,Panama
04-03-2020,1482,04-03-2020,10-03-2020,Guatemala
11-03-2020,1585,11-03-2020,02-09-2020,Jamaica
11-03-2020,1297,11-03-2020,02-09-2020,Bermuda
03-09-2020,1242,03-09-2020,03-09-2020,Latvia
03-09-2020,1237,03-09-2020,03-09-2020,Faroe Islands
03-09-2020,1582,03-09-2020,03-09-2020,Slovenia
03-09-2020,1546,03-09-2020,03-09-2020,Kosovo
03-09-2020,1746,03-09-2020,03-09-2020,Turkey
03-09-2020,1815,03-09-2020,03-09-2020,Russia
03-09-2020,1568,03-09-2020,03-09-2020,Uzbekistan
03-09-2020,1629,03-09-2020,03-09-2020,Finland
03-09-2020,1963,03-09-2020,03-09-2020,Germany
03-09-2020,1871,03-09-2020,03-09-2020,Ukraine
03-09-2020,2030,03-09-2020,03-09-2020,Spain
03-09-2020,1725,03-09-2020,03-09-2020,Rep. of Ireland
03-09-2020,1801,03-09-2020,03-09-2020,Wales
03-09-2020,1771,03-09-2020,03-09-2020,Serbia
03-09-2020,1652,03-09-2020,03-09-2020,Hungary
03-09-2020,1254,03-09-2020,03-09-2020,Moldova
03-09-2020,1612,03-09-2020,03-09-2020,Greece
03-09-2020,1157,03-09-2020,03-09-2020,Malta
03-09-2020,1118,03-09-2020,03-09-2020,Andorra
03-09-2020,1231,03-09-2020,03-09-2020,Tajikistan
03-09-2020,1564,03-09-2020,03-09-2020,Bulgaria
03-09-2020,1881,03-09-2020,03-09-2020,Switzerland
04-09-2020,1698,04-09-2020,04-09-2020,Norway
04-09-2020,1696,04-09-2020,04-09-2020,Slovakia
04-09-2020,1630,04-09-2020,04-09-2020,Scotland
04-09-2020,1483,04-09-2020,04-09-2020,Belarus
04-09-2020,2022,04-09-2020,04-09-2020,Netherlands
04-09-2020,1396,04-09-2020,04-09-2020,Kazakhstan
04-09-2020,1569,04-09-2020,04-09-2020,Albania
04-09-2020,1774,04-09-2020,04-09-2020,Czech Republic
04-09-2020,1549,04-09-2020,04-09-2020,Israel
04-09-2020,1685,04-09-2020,04-09-2020,Northern Ireland
04-09-2020,1766,04-09-2020,04-09-2020,Austria
04-09-2020,1785,04-09-2020,04-09-2020,Poland
04-09-2020,1699,04-09-2020,04-09-2020,Bosnia and Herzegovina
04-09-2020,1954,04-09-2020,04-09-2020,Italy
04-09-2020,1285,04-09-2020,04-09-2020,Lithuania
04-09-2020,1694,04-09-2020,04-09-2020,Romania
05-09-2020,1090,05-09-2020,05-09-2020,Gibraltar
05-09-2020,1371,05-09-2020,05-09-2020,Cyprus
05-09-2020,1348,05-09-2020,05-09-2020,Azerbaijan
05-09-2020,1849,05-09-2020,05-09-2020,Sweden
05-09-2020,2006,05-09-2020,05-09-2020,Portugal
05-09-2020,1674,05-09-2020,05-09-2020,Iceland
05-09-2020,1869,05-09-2020,05-09-2020,Denmark
05-09-2020,1556,05-09-2020,05-09-2020,North Macedonia
05-09-2020,1415,05-09-2020,05-09-2020,Estonia
05-09-2020,2106,05-09-2020,05-09-2020,Belgium
05-09-2020,1967,05-09-2020,05-09-2020,England
05-09-2020,1901,05-09-2020,05-09-2020,Croatia
05-09-2020,2063,05-09-2020,05-09-2020,France
05-09-2020,1367,05-09-2020,05-09-2020,Luxembourg
05-09-2020,1551,05-09-2020,05-09-2020,Montenegro
05-09-2020,1570,05-09-2020,05-09-2020,Georgia
05-09-2020,1441,05-09-2020,05-09-2020,Armenia
05-09-2020,817,05-09-2020,05-09-2020,San Marino
06-09-2020,1251,06-09-2020,06-09-2020,Moldova
06-09-2020,1256,06-09-2020,06-09-2020,Faroe Islands
06-09-2020,1634,06-09-2020,06-09-2020,Greece
06-09-2020,1243,06-09-2020,06-09-2020,Latvia
06-09-2020,1659,06-09-2020,06-09-2020,Finland
06-09-2020,1156,06-09-2020,06-09-2020,Malta
06-09-2020,1099,06-09-2020,06-09-2020,Andorra
06-09-2020,1585,06-09-2020,06-09-2020,Slovenia
06-09-2020,1524,06-09-2020,06-09-2020,Kosovo
06-09-2020,1806,06-09-2020,06-09-2020,Wales
06-09-2020,1764,06-09-2020,06-09-2020,Serbia
06-09-2020,1695,06-09-2020,06-09-2020,Rep. of Ireland
06-09-2020,1636,06-09-2020,06-09-2020,Hungary
06-09-2020,1880,06-09-2020,06-09-2020,Switzerland
06-09-2020,2044,06-09-2020,06-09-2020,Spain
06-09-2020,1831,06-09-2020,06-09-2020,Russia
06-09-2020,1753,06-09-2020,06-09-2020,Turkey
06-09-2020,1559,06-09-2020,06-09-2020,Bulgaria
06-09-2020,1964,06-09-2020,06-09-2020,Germany
06-09-2020,1857,06-09-2020,06-09-2020,Ukraine
07-09-2020,1723,07-09-2020,07-09-2020,Romania
07-09-2020,1321,07-09-2020,07-09-2020,Lithuania
07-09-2020,1745,07-09-2020,07-09-2020,Norway
07-09-2020,1806,07-09-2020,07-09-2020,Poland
07-09-2020,1983,07-09-2020,07-09-2020,Italy
07-09-2020,1504,07-09-2020,07-09-2020,Belarus
07-09-2020,1662,07-09-2020,07-09-2020,Scotland
07-09-2020,1693,07-09-2020,07-09-2020,Slovakia
07-09-2020,1375,07-09-2020,07-09-2020,Kazakhstan
07-09-2020,1533,07-09-2020,07-09-2020,Albania
07-09-2020,1638,07-09-2020,07-09-2020,Northern Ireland
07-09-2020,1552,07-09-2020,07-09-2020,Israel
07-09-2020,1742,07-09-2020,07-09-2020,Czech Republic
07-09-2020,1737,07-09-2020,07-09-2020,Austria
07-09-2020,1993,07-09-2020,07-09-2020,Netherlands
07-09-2020,1678,07-09-2020,07-09-2020,Bosnia and Herzegovina
08-09-2020,1824,08-09-2020,22-09-2020,Sweden
08-09-2020,2031,08-09-2020,22-09-2020,Portugal
08-09-2020,1395,08-09-2020,22-09-2020,Estonia
08-09-2020,1375,08-09-2020,22-09-2020,Azerbaijan
08-09-2020,1562,08-09-2020,22-09-2020,North Macedonia
08-09-2020,1566,08-09-2020,22-09-2020,Montenegro
08-09-2020,809,08-09-2020,22-09-2020,San Marino
08-09-2020,1890,08-09-2020,22-09-2020,Croatia
08-09-2020,1967,08-09-2020,22-09-2020,England
08-09-2020,2109,08-09-2020,22-09-2020,Belgium
08-09-2020,1461,08-09-2020,22-09-2020,Armenia
08-09-2020,1150,08-09-2020,22-09-2020,Liechtenstein
08-09-2020,1352,08-09-2020,22-09-2020,Luxembourg
08-09-2020,1564,08-09-2020,22-09-2020,Georgia
08-09-2020,1344,08-09-2020,22-09-2020,Cyprus
08-09-2020,1869,08-09-2020,22-09-2020,Denmark
08-09-2020,2074,08-09-2020,22-09-2020,France
08-09-2020,1671,08-09-2020,22-09-2020,Iceland
23-09-2020,1291,23-09-2020,24-09-2020,Sudan
23-09-2020,1201,23-09-2020,24-09-2020,Chad
25-09-2020,1186,25-09-2020,29-09-2020,Chad
25-09-2020,1306,25-09-2020,29-09-2020,Sudan
30-09-2020,1906,30-09-2020,05-10-2020,Mexico
30-09-2020,1480,30-09-2020,05-10-2020,Guatemala
06-10-2020,1475,06-10-2020,06-10-2020,Guatemala
06-10-2020,1200,06-10-2020,06-10-2020,Nicaragua
07-10-2020,1094,07-10-2020,07-10-2020,Andorra
07-10-2020,1742,07-10-2020,07-10-2020,Austria
07-10-2020,1341,07-10-2020,07-10-2020,Cyprus
07-10-2020,1870,07-10-2020,07-10-2020,Denmark
07-10-2020,2080,07-10-2020,07-10-2020,France
07-10-2020,1435,07-10-2020,07-10-2020,Zambia
07-10-2020,1983,07-10-2020,07-10-2020,Italy
07-10-2020,1335,07-10-2020,07-10-2020,Luxembourg
07-10-2020,1164,07-10-2020,07-10-2020,Malta
07-10-2020,1558,07-10-2020,07-10-2020,Montenegro
07-10-2020,1978,07-10-2020,07-10-2020,Netherlands
07-10-2020,1813,07-10-2020,07-10-2020,Poland
07-10-2020,2029,07-10-2020,07-10-2020,Portugal
07-10-2020,1585,07-10-2020,07-10-2020,Slovenia
07-10-2020,1957,07-10-2020,07-10-2020,Germany
07-10-2020,1413,07-10-2020,07-10-2020,Cape Verde
07-10-2020,1629,07-10-2020,07-10-2020,Greece
07-10-2020,1745,07-10-2020,07-10-2020,Czech Republic
07-10-2020,1255,07-10-2020,07-10-2020,Faroe Islands
07-10-2020,1373,07-10-2020,07-10-2020,Estonia
07-10-2020,1851,07-10-2020,07-10-2020,Ukraine
07-10-2020,1343,07-10-2020,07-10-2020,Lithuania
07-10-2020,1251,07-10-2020,07-10-2020,Latvia
07-10-2020,1921,07-10-2020,07-10-2020,Mexico
07-10-2020,1652,07-10-2020,07-10-2020,Finland
07-10-2020,2046,07-10-2020,07-10-2020,Spain
07-10-2020,809,07-10-2020,07-10-2020,San Marino
07-10-2020,1082,07-10-2020,07-10-2020,Gibraltar
07-10-2020,1339,07-10-2020,07-10-2020,Malawi
07-10-2020,1867,07-10-2020,07-10-2020,Switzerland
07-10-2020,1167,07-10-2020,07-10-2020,Liechtenstein
07-10-2020,1251,07-10-2020,07-10-2020,Moldova
07-10-2020,1760,07-10-2020,07-10-2020,Turkey
07-10-2020,1903,07-10-2020,07-10-2020,Croatia
08-10-2020,1740,08-10-2020,08-10-2020,Paraguay
08-10-2020,1974,08-10-2020,08-10-2020,Uruguay
08-10-2020,1527,08-10-2020,08-10-2020,Bulgaria
08-10-2020,1575,08-10-2020,08-10-2020,Georgia
08-10-2020,1688,08-10-2020,08-10-2020,Iceland
08-10-2020,1574,08-10-2020,08-10-2020,North Macedonia
08-10-2020,1720,08-10-2020,08-10-2020,Norway
08-10-2020,1688,08-10-2020,08-10-2020,Slovakia
08-10-2020,2100,08-10-2020,08-10-2020,Belgium
08-10-2020,1973,08-10-2020,08-10-2020,England
08-10-2020,1305,08-10-2020,08-10-2020,Guinea-Bissau
08-10-2020,1972,08-10-2020,08-10-2020,Argentina
08-10-2020,1526,08-10-2020,08-10-2020,South Africa
08-10-2020,1560,08-10-2020,08-10-2020,Uzbekistan
08-10-2020,1721,08-10-2020,08-10-2020,Ecuadors
08-10-2020,1651,08-10-2020,08-10-2020,Scotland
08-10-2020,1818,08-10-2020,08-10-2020,Russia
08-10-2020,1670,08-10-2020,08-10-2020,Bosnia and Herzegovina
08-10-2020,1789,08-10-2020,08-10-2020,Serbia
08-10-2020,1864,08-10-2020,08-10-2020,Peru
08-10-2020,1800,08-10-2020,08-10-2020,Chile
08-10-2020,1512,08-10-2020,08-10-2020,Kosovo
08-10-2020,1646,08-10-2020,08-10-2020,Northern Ireland
08-10-2020,1668,08-10-2020,08-10-2020,Hungary
08-10-2020,1493,08-10-2020,08-10-2020,Belarus
08-10-2020,1706,08-10-2020,08-10-2020,Romania
08-10-2020,1563,08-10-2020,08-10-2020,Israel
08-10-2020,1700,08-10-2020,08-10-2020,Rep. of Ireland
08-10-2020,1626,08-10-2020,08-10-2020,Ivory coast
08-10-2020,1800,08-10-2020,08-10-2020,Wales
08-10-2020,1330,08-10-2020,08-10-2020,Mozambique
08-10-2020,1837,08-10-2020,08-10-2020,Sweden
08-10-2020,1338,08-10-2020,08-10-2020,Namibia
08-10-2020,1747,08-10-2020,08-10-2020,Iran
09-10-2020,1303,09-10-2020,09-10-2020,Sudan
09-10-2020,2085,09-10-2020,09-10-2020,Brazil
09-10-2020,1998,09-10-2020,09-10-2020,Colombia
09-10-2020,1612,09-10-2020,09-10-2020,Ghana
09-10-2020,1426,09-10-2020,09-10-2020,Zambia
09-10-2020,1381,09-10-2020,09-10-2020,Congo
09-10-2020,1490,09-10-2020,09-10-2020,Democratic Republic of Congo
09-10-2020,1703,09-10-2020,09-10-2020,Nigeria
09-10-2020,1816,09-10-2020,09-10-2020,Venezuela
09-10-2020,1592,09-10-2020,09-10-2020,Bolivia
09-10-2020,1329,09-10-2020,09-10-2020,Sierra Leone
09-10-2020,1740,09-10-2020,09-10-2020,Japan
09-10-2020,1751,09-10-2020,09-10-2020,Senegal
09-10-2020,1560,09-10-2020,09-10-2020,Mali
09-10-2020,1754,09-10-2020,09-10-2020,Algeria
09-10-2020,1546,09-10-2020,09-10-2020,Burkina Faso
09-10-2020,1584,09-10-2020,09-10-2020,Cameroon
09-10-2020,1347,09-10-2020,09-10-2020,Gambia
09-10-2020,1389,09-10-2020,09-10-2020,Kenya
09-10-2020,1390,09-10-2020,09-10-2020,Mauritania
09-10-2020,1676,09-10-2020,09-10-2020,Morocco
09-10-2020,1625,09-10-2020,09-10-2020,Tunisia
10-10-2020,1263,10-10-2020,10-10-2020,Niger
10-10-2020,1860,10-10-2020,10-10-2020,Switzerland
10-10-2020,1977,10-10-2020,10-10-2020,Germany
10-10-2020,1319,10-10-2020,10-10-2020,Cyprus
10-10-2020,1365,10-10-2020,10-10-2020,Azerbaijan
10-10-2020,1166,10-10-2020,10-10-2020,Malta
10-10-2020,1831,10-10-2020,10-10-2020,Ukraine
10-10-2020,1112,10-10-2020,10-10-2020,Gibraltar
10-10-2020,1534,10-10-2020,10-10-2020,Panama
10-10-2020,1404,10-10-2020,10-10-2020,Cape Verde
10-10-2020,1209,10-10-2020,10-10-2020,Nicaragua
10-10-2020,1178,10-10-2020,10-10-2020,Chad
10-10-2020,1621,10-10-2020,10-10-2020,Honduras
10-10-2020,1443,10-10-2020,10-10-2020,Guinea
10-10-2020,1636,10-10-2020,10-10-2020,Costa Rica
10-10-2020,1137,10-10-2020,10-10-2020,Liechtenstein
10-10-2020,1249,10-10-2020,10-10-2020,Faroe Islands
10-10-2020,1092,10-10-2020,10-10-2020,Andorra
10-10-2020,1568,10-10-2020,10-10-2020,Montenegro
10-10-2020,1357,10-10-2020,10-10-2020,Luxembourg
10-10-2020,2053,10-10-2020,10-10-2020,Spain
10-10-2020,1257,10-10-2020,10-10-2020,Latvia
11-10-2020,1247,11-10-2020,11-10-2020,Moldova
11-10-2020,1568,11-10-2020,11-10-2020,North Macedonia
11-10-2020,1665,11-10-2020,11-10-2020,Finland
11-10-2020,1700,11-10-2020,11-10-2020,Rep. of Ireland
11-10-2020,1548,11-10-2020,11-10-2020,Israel
11-10-2020,1626,11-10-2020,11-10-2020,Northern Ireland
11-10-2020,1809,11-10-2020,11-10-2020,Russia
11-10-2020,1667,11-10-2020,11-10-2020,Scotland
11-10-2020,1758,11-10-2020,11-10-2020,Serbia
11-10-2020,1467,11-10-2020,11-10-2020,Armenia
11-10-2020,1379,11-10-2020,11-10-2020,Estonia
11-10-2020,1817,11-10-2020,11-10-2020,Poland
11-10-2020,1633,11-10-2020,11-10-2020,Greece
11-10-2020,1490,11-10-2020,11-10-2020,Kosovo
11-10-2020,1346,11-10-2020,11-10-2020,Lithuania
11-10-2020,1478,11-10-2020,11-10-2020,Benin
11-10-2020,1206,11-10-2020,11-10-2020,Comoros
11-10-2020,1338,11-10-2020,11-10-2020,Malawi
11-10-2020,1511,11-10-2020,11-10-2020,South Africa
11-10-2020,1286,11-10-2020,11-10-2020,Tanzania
11-10-2020,2072,11-10-2020,11-10-2020,France
11-10-2020,1995,11-10-2020,11-10-2020,England
11-10-2020,1378,11-10-2020,11-10-2020,Kazakhstan
11-10-2020,1661,11-10-2020,11-10-2020,Iceland
11-10-2020,1967,11-10-2020,11-10-2020,Netherlands
11-10-2020,1826,11-10-2020,11-10-2020,Sweden
11-10-2020,1530,11-10-2020,11-10-2020,Albania
11-10-2020,1607,11-10-2020,11-10-2020,Slovenia
11-10-2020,1490,11-10-2020,11-10-2020,Belarus
11-10-2020,1445,11-10-2020,11-10-2020,Gabon
11-10-2020,1450,11-10-2020,11-10-2020,Libya
11-10-2020,1414,11-10-2020,11-10-2020,Zimbabwe
11-10-2020,1441,11-10-2020,11-10-2020,Zambia
11-10-2020,1205,11-10-2020,11-10-2020,Burundi
11-10-2020,1569,11-10-2020,11-10-2020,Georgia
11-10-2020,1699,11-10-2020,11-10-2020,Hungary
11-10-2020,1672,11-10-2020,11-10-2020,Slovakia
11-10-2020,1769,11-10-2020,11-10-2020,Turkey
11-10-2020,1762,11-10-2020,11-10-2020,Austria
11-10-2020,1680,11-10-2020,11-10-2020,Romania
11-10-2020,1760,11-10-2020,11-10-2020,Czech Republic
11-10-2020,1800,11-10-2020,11-10-2020,Wales
11-10-2020,1514,11-10-2020,11-10-2020,Bulgaria
11-10-2020,1979,11-10-2020,11-10-2020,Italy
11-10-2020,1897,11-10-2020,11-10-2020,Denmark
11-10-2020,2037,11-10-2020,11-10-2020,Portugal
11-10-2020,2078,11-10-2020,11-10-2020,Belgium
11-10-2020,1914,11-10-2020,11-10-2020,Croatia
11-10-2020,1681,11-10-2020,11-10-2020,Bosnia and Herzegovina
11-10-2020,1746,11-10-2020,11-10-2020,Norway
12-10-2020,1303,12-10-2020,12-10-2020,Sudan
12-10-2020,1439,12-10-2020,12-10-2020,United Arab Emirates
12-10-2020,1570,12-10-2020,12-10-2020,Uzbekistan
12-10-2020,1317,12-10-2020,12-10-2020,Togo
12-10-2020,1648,12-10-2020,12-10-2020,Qatar
12-10-2020,1425,12-10-2020,12-10-2020,Madagascar
12-10-2020,1634,12-10-2020,12-10-2020,Ghana
12-10-2020,1553,12-10-2020,12-10-2020,Burkina Faso
13-10-2020,1871,13-10-2020,13-10-2020,Switzerland
13-10-2020,1769,13-10-2020,13-10-2020,Paraguay
13-10-2020,1805,13-10-2020,13-10-2020,Chile
13-10-2020,1322,13-10-2020,13-10-2020,Cyprus
13-10-2020,1391,13-10-2020,13-10-2020,Luxembourg
13-10-2020,2105,13-10-2020,13-10-2020,Brazil
13-10-2020,1932,13-10-2020,13-10-2020,Uruguay
13-10-2020,1585,13-10-2020,13-10-2020,Bolivia
13-10-2020,2026,13-10-2020,13-10-2020,Spain
13-10-2020,1763,13-10-2020,13-10-2020,Ecuadors
13-10-2020,1844,13-10-2020,13-10-2020,Peru
13-10-2020,1787,13-10-2020,13-10-2020,Venezuela
13-10-2020,1701,13-10-2020,13-10-2020,Nigeria
13-10-2020,1272,13-10-2020,13-10-2020,Niger
13-10-2020,1669,13-10-2020,13-10-2020,Morocco
13-10-2020,1747,13-10-2020,13-10-2020,Japan
13-10-2020,1621,13-10-2020,13-10-2020,Costa Rica
13-10-2020,1360,13-10-2020,13-10-2020,Angola
13-10-2020,1081,13-10-2020,13-10-2020,Andorra
13-10-2020,1758,13-10-2020,13-10-2020,Algeria
13-10-2020,1120,13-10-2020,13-10-2020,Liechtenstein
13-10-2020,1260,13-10-2020,13-10-2020,Faroe Islands
13-10-2020,1534,13-10-2020,13-10-2020,Montenegro
13-10-2020,1362,13-10-2020,13-10-2020,Azerbaijan
13-10-2020,1858,13-10-2020,13-10-2020,Ukraine
13-10-2020,1966,13-10-2020,13-10-2020,Germany
13-10-2020,1227,13-10-2020,13-10-2020,Latvia
13-10-2020,826,13-10-2020,13-10-2020,San Marino
13-10-2020,1979,13-10-2020,13-10-2020,Argentina
13-10-2020,1917,13-10-2020,13-10-2020,Mexico
13-10-2020,1196,13-10-2020,13-10-2020,Malta
13-10-2020,1993,13-10-2020,13-10-2020,Colombia
13-10-2020,1627,13-10-2020,13-10-2020,Tunisia
13-10-2020,1313,13-10-2020,13-10-2020,Mozambique
13-10-2020,1497,13-10-2020,13-10-2020,Democratic Republic of Congo
13-10-2020,1619,13-10-2020,13-10-2020,Ivory coast
13-10-2020,1549,13-10-2020,13-10-2020,Panama
13-10-2020,1320,13-10-2020,13-10-2020,Sierra Leone
14-10-2020,2089,14-10-2020,21-10-2020,France
14-10-2020,1927,14-10-2020,21-10-2020,Denmark
14-10-2020,2084,14-10-2020,21-10-2020,Belgium
14-10-2020,1973,14-10-2020,21-10-2020,Netherlands
14-10-2020,1667,14-10-2020,21-10-2020,Bosnia and Herzegovina
14-10-2020,1816,14-10-2020,21-10-2020,Sweden
14-10-2020,1810,14-10-2020,21-10-2020,Wales
14-10-2020,1684,14-10-2020,21-10-2020,Rep. of Ireland
14-10-2020,1617,14-10-2020,21-10-2020,Northern Ireland
14-10-2020,1783,14-10-2020,21-10-2020,Austria
14-10-2020,1740,14-10-2020,21-10-2020,Czech Republic
14-10-2020,1579,14-10-2020,21-10-2020,Israel
14-10-2020,1364,14-10-2020,21-10-2020,Kazakhstan
14-10-2020,1468,14-10-2020,21-10-2020,Armenia
14-10-2020,1502,14-10-2020,21-10-2020,Kosovo
14-10-2020,1525,14-10-2020,21-10-2020,Albania
14-10-2020,1621,14-10-2020,21-10-2020,Slovenia
14-10-2020,1575,14-10-2020,21-10-2020,Georgia
14-10-2020,1351,14-10-2020,21-10-2020,Lithuania
14-10-2020,1233,14-10-2020,21-10-2020,Moldova
14-10-2020,1710,14-10-2020,21-10-2020,Hungary
14-10-2020,1764,14-10-2020,21-10-2020,Serbia
14-10-2020,1621,14-10-2020,21-10-2020,Greece
14-10-2020,1681,14-10-2020,21-10-2020,Finland
14-10-2020,1897,14-10-2020,21-10-2020,Croatia
14-10-2020,1965,14-10-2020,21-10-2020,England
14-10-2020,1655,14-10-2020,21-10-2020,Iceland
14-10-2020,1973,14-10-2020,21-10-2020,Italy
14-10-2020,1831,14-10-2020,21-10-2020,Poland
14-10-2020,2047,14-10-2020,21-10-2020,Portugal
